accession,family
NC_075454.1,Adenoviridae
NC_075453.1,Adenoviridae
NC_075448.1,Adenoviridae
NC_076340.1,Adenoviridae
NC_076721.1,Adenoviridae
NC_076398.1,Adenoviridae
NC_076486.1,Adenoviridae
NC_076126.1,Adenoviridae
NC_044935.1,Adenoviridae
NC_076111.1,Adintoviridae
NC_076112.1,Adintoviridae
NC_020197.1,Aliceevansviridae
NC_012884.1,Aliceevansviridae
NC_012753.1,Aliceevansviridae
NC_018285.1,Aliceevansviridae
NC_022776.1,Aliceevansviridae
NC_023503.1,Aliceevansviridae
NC_028984.1,Aliceevansviridae
NC_029030.1,Aliceevansviridae
NC_002214.1,Aliceevansviridae
NC_004303.1,Aliceevansviridae
NC_000871.1,Aliceevansviridae
NC_000872.1,Aliceevansviridae
NC_002185.1,Aliceevansviridae
NC_007019.1,Aliceevansviridae
NC_010353.1,Aliceevansviridae
NC_013598.1,Aliceevansviridae
NC_013645.1,Aliceevansviridae
NC_002072.2,Aliceevansviridae
NC_070653.1,Aliceevansviridae
NC_070652.1,Aliceevansviridae
NC_070651.1,Aliceevansviridae
NC_071057.1,Aliceevansviridae
NC_070690.1,Aliceevansviridae
NC_071056.1,Aliceevansviridae
NC_071054.1,Aliceevansviridae
NC_071059.1,Aliceevansviridae
NC_070691.1,Aliceevansviridae
NC_070692.1,Aliceevansviridae
NC_071073.1,Aliceevansviridae
NC_070693.1,Aliceevansviridae
NC_070694.1,Aliceevansviridae
NC_070695.1,Aliceevansviridae
NC_070696.1,Aliceevansviridae
NC_070697.1,Aliceevansviridae
NC_070698.1,Aliceevansviridae
NC_070699.1,Aliceevansviridae
NC_070700.1,Aliceevansviridae
NC_071074.1,Aliceevansviridae
NC_070702.1,Aliceevansviridae
NC_070703.1,Aliceevansviridae
NC_070705.1,Aliceevansviridae
NC_070706.1,Aliceevansviridae
NC_070707.1,Aliceevansviridae
NC_071075.1,Aliceevansviridae
NC_071076.1,Aliceevansviridae
NC_071077.1,Aliceevansviridae
NC_071078.1,Aliceevansviridae
NC_071079.1,Aliceevansviridae
NC_070708.1,Aliceevansviridae
NC_071080.1,Aliceevansviridae
NC_070709.1,Aliceevansviridae
NC_070710.1,Aliceevansviridae
NC_070711.1,Aliceevansviridae
NC_070712.1,Aliceevansviridae
NC_070686.1,Aliceevansviridae
NC_070654.1,Aliceevansviridae
NC_070655.1,Aliceevansviridae
NC_070687.1,Aliceevansviridae
NC_070689.1,Aliceevansviridae
NC_070713.1,Aliceevansviridae
NC_070725.1,Aliceevansviridae
NC_070726.1,Aliceevansviridae
NC_070684.1,Aliceevansviridae
NC_070685.1,Aliceevansviridae
NC_071086.1,Aliceevansviridae
NC_070656.1,Aliceevansviridae
NC_070657.1,Aliceevansviridae
NC_070658.1,Aliceevansviridae
NC_070659.1,Aliceevansviridae
NC_070660.1,Aliceevansviridae
NC_070661.1,Aliceevansviridae
NC_071061.1,Aliceevansviridae
NC_070662.1,Aliceevansviridae
NC_070663.1,Aliceevansviridae
NC_070665.1,Aliceevansviridae
NC_070666.1,Aliceevansviridae
NC_071062.1,Aliceevansviridae
NC_070667.1,Aliceevansviridae
NC_071063.1,Aliceevansviridae
NC_070668.1,Aliceevansviridae
NC_071064.1,Aliceevansviridae
NC_071065.1,Aliceevansviridae
NC_071066.1,Aliceevansviridae
NC_071067.1,Aliceevansviridae
NC_070669.1,Aliceevansviridae
NC_070670.1,Aliceevansviridae
NC_071068.1,Aliceevansviridae
NC_070671.1,Aliceevansviridae
NC_070672.1,Aliceevansviridae
NC_071069.1,Aliceevansviridae
NC_070673.1,Aliceevansviridae
NC_070674.1,Aliceevansviridae
NC_070675.1,Aliceevansviridae
NC_070676.1,Aliceevansviridae
NC_070677.1,Aliceevansviridae
NC_070678.1,Aliceevansviridae
NC_070679.1,Aliceevansviridae
NC_070680.1,Aliceevansviridae
NC_070681.1,Aliceevansviridae
NC_071070.1,Aliceevansviridae
NC_070682.1,Aliceevansviridae
NC_071071.1,Aliceevansviridae
NC_071072.1,Aliceevansviridae
NC_070683.1,Aliceevansviridae
NC_070714.1,Aliceevansviridae
NC_070715.1,Aliceevansviridae
NC_071081.1,Aliceevansviridae
NC_070716.1,Aliceevansviridae
NC_071082.1,Aliceevansviridae
NC_071083.1,Aliceevansviridae
NC_071084.1,Aliceevansviridae
NC_071085.1,Aliceevansviridae
NC_071060.1,Aliceevansviridae
NC_070717.1,Aliceevansviridae
NC_071052.1,Aliceevansviridae
NC_070718.1,Aliceevansviridae
NC_071051.1,Aliceevansviridae
NC_070720.1,Aliceevansviridae
NC_070722.1,Aliceevansviridae
NC_070723.1,Aliceevansviridae
NC_070724.1,Aliceevansviridae
NC_071055.1,Aliceevansviridae
NC_070721.1,Aliceevansviridae
NC_071053.1,Aliceevansviridae
NC_031214.1,Aliusviridae
NC_032922.1,Aliusviridae
NC_055939.1,Aliusviridae
NC_076021.1,Aliusviridae
NC_076424.1,Aliusviridae
NC_076468.1,Aliusviridae
NC_076497.1,Aliusviridae
NC_076498.1,Aliusviridae
NC_034618.1,Alloherpesviridae
NC_019491.1,Alloherpesviridae
NC_019495.1,Alloherpesviridae
NC_008211.1,Alloherpesviridae
NC_008210.1,Alloherpesviridae
NC_001493.2,Alloherpesviridae
NC_013668.3,Alloherpesviridae
NC_009127.1,Alloherpesviridae
NC_043042.1,Alloherpesviridae
NC_043043.1,Alloherpesviridae
NC_043044.1,Alloherpesviridae
NC_043466.1,Alloherpesviridae
NC_043467.1,Alloherpesviridae
NC_043468.1,Alloherpesviridae
NC_040681.1,Alloherpesviridae
NC_036579.1,Alloherpesviridae
NC_075802.1,Alloherpesviridae
NC_077077.1,Allomimiviridae
NC_075136.1,Allomimiviridae
NC_028649.1,Alphaflexiviridae
NC_034375.1,Alphaflexiviridae
NC_030746.1,Alphaflexiviridae
NC_032104.1,Alphaflexiviridae
NC_036587.1,Alphaflexiviridae
NC_034622.1,Alphaflexiviridae
NC_035205.1,Alphaflexiviridae
NC_035204.1,Alphaflexiviridae
NC_035190.1,Alphaflexiviridae
NC_024458.1,Alphaflexiviridae
NC_025252.1,Alphaflexiviridae
NC_025789.1,Alphaflexiviridae
NC_026592.1,Alphaflexiviridae
NC_022894.1,Alphaflexiviridae
NC_022961.1,Alphaflexiviridae
NC_001441.1,Alphaflexiviridae
NC_003093.1,Alphaflexiviridae
NC_001642.1,Alphaflexiviridae
NC_007192.1,Alphaflexiviridae
NC_004067.1,Alphaflexiviridae
NC_008251.1,Alphaflexiviridae
NC_001753.1,Alphaflexiviridae
NC_015706.1,Alphaflexiviridae
NC_003820.1,Alphaflexiviridae
NC_007415.1,Alphaflexiviridae
NC_006948.1,Alphaflexiviridae
NC_001812.1,Alphaflexiviridae
NC_007679.1,Alphaflexiviridae
NC_001658.1,Alphaflexiviridae
NC_003794.1,Alphaflexiviridae
NC_001748.1,Alphaflexiviridae
NC_003376.1,Alphaflexiviridae
NC_006060.1,Alphaflexiviridae
NC_003849.1,Alphaflexiviridae
NC_010832.1,Alphaflexiviridae
NC_011659.1,Alphaflexiviridae
NC_011620.1,Alphaflexiviridae
NC_010295.1,Alphaflexiviridae
NC_012211.2,Alphaflexiviridae
NC_001483.1,Alphaflexiviridae
NC_004012.1,Alphaflexiviridae
NC_010434.1,Alphaflexiviridae
NC_003632.1,Alphaflexiviridae
NC_011544.1,Alphaflexiviridae
NC_006059.1,Alphaflexiviridae
NC_002815.2,Alphaflexiviridae
NC_003400.1,Alphaflexiviridae
NC_005132.1,Alphaflexiviridae
NC_007731.1,Alphaflexiviridae
NC_001800.1,Alphaflexiviridae
NC_007408.1,Alphaflexiviridae
NC_006943.1,Alphaflexiviridae
NC_038864.1,Alphaflexiviridae
NC_043079.1,Alphaflexiviridae
NC_040842.1,Alphaflexiviridae
NC_040644.1,Alphaflexiviridae
NC_055542.1,Alphaflexiviridae
NC_055546.1,Alphaflexiviridae
NC_055574.1,Alphaflexiviridae
NC_076409.1,Alphaflexiviridae
NC_076132.1,Alphaflexiviridae
NC_005898.1,Alphatetraviridae
NC_001990.1,Alphatetraviridae
NC_001982.1,Alphatetraviridae
NC_001981.1,Alphatetraviridae
NC_005899.1,Alphatetraviridae
NC_038335.1,Alphatetraviridae
NC_020101.1,Alternaviridae
NC_020102.1,Alternaviridae
NC_020103.1,Alternaviridae
NC_020100.1,Alternaviridae
NC_010989.1,Alternaviridae
NC_010990.1,Alternaviridae
NC_010991.1,Alternaviridae
NC_010984.1,Alternaviridae
NC_040515.1,Alternaviridae
NC_040516.1,Alternaviridae
NC_040517.1,Alternaviridae
NC_040518.1,Alternaviridae
NC_030880.1,Alternaviridae
NC_030881.1,Alternaviridae
NC_030883.1,Alternaviridae
NC_036596.1,Alternaviridae
NC_036601.1,Alternaviridae
NC_079109.1,Alternaviridae
NC_079110.1,Alternaviridae
NC_079111.1,Alternaviridae
NC_079112.1,Alternaviridae
NC_079113.1,Alternaviridae
NC_079114.1,Alternaviridae
NC_079115.1,Alternaviridae
NC_035189.1,Amalgaviridae
NC_036581.1,Amalgaviridae
NC_036580.1,Amalgaviridae
NC_011591.1,Amalgaviridae
NC_014593.1,Amalgaviridae
NC_014481.1,Amalgaviridae
NC_040433.1,Amalgaviridae
NC_040590.1,Amalgaviridae
NC_040592.1,Amalgaviridae
NC_040593.1,Amalgaviridae
NC_040663.1,Amalgaviridae
NC_040777.1,Amalgaviridae
NC_040778.1,Amalgaviridae
NC_034614.1,Amalgaviridae
NC_034615.1,Amalgaviridae
NC_035070.1,Amalgaviridae
NC_043095.1,Amalgaviridae
NC_040432.1,Amalgaviridae
NC_040662.1,Amalgaviridae
NC_040591.1,Amalgaviridae
NC_040690.1,Amalgaviridae
NC_075420.1,Amalgaviridae
NC_027632.1,Amesuviridae
NC_040708.1,Amesuviridae
NC_077014.1,Amesuviridae
NC_029921.1,Amnoonviridae
NC_029922.1,Amnoonviridae
NC_029923.1,Amnoonviridae
NC_029924.1,Amnoonviridae
NC_029925.1,Amnoonviridae
NC_029928.1,Amnoonviridae
NC_029929.1,Amnoonviridae
NC_029930.1,Amnoonviridae
NC_029926.1,Amnoonviridae
NC_030297.1,Anelloviridae
NC_027430.1,Anelloviridae
NC_018401.1,Anelloviridae
NC_030650.1,Anelloviridae
NC_034978.1,Anelloviridae
NC_035136.1,Anelloviridae
NC_035135.1,Anelloviridae
NC_035192.1,Anelloviridae
NC_020498.1,Anelloviridae
NC_024891.1,Anelloviridae
NC_024890.1,Anelloviridae
NC_024908.1,Anelloviridae
NC_025215.1,Anelloviridae
NC_025727.1,Anelloviridae
NC_025726.1,Anelloviridae
NC_025966.1,Anelloviridae
NC_026138.1,Anelloviridae
NC_022789.1,Anelloviridae
NC_022788.1,Anelloviridae
NC_026662.1,Anelloviridae
NC_026664.1,Anelloviridae
NC_026663.1,Anelloviridae
NC_026765.1,Anelloviridae
NC_026764.1,Anelloviridae
NC_015396.1,Anelloviridae
NC_001427.1,Anelloviridae
NC_014071.1,Anelloviridae
NC_014480.2,Anelloviridae
NC_007014.1,Anelloviridae
NC_017091.1,Anelloviridae
NC_014075.1,Anelloviridae
NC_014096.1,Anelloviridae
NC_002076.2,Anelloviridae
NC_014083.1,Anelloviridae
NC_014087.1,Anelloviridae
NC_014089.1,Anelloviridae
NC_014090.1,Anelloviridae
NC_014091.1,Anelloviridae
NC_014093.1,Anelloviridae
NC_014095.1,Anelloviridae
NC_014097.1,Anelloviridae
NC_009225.1,Anelloviridae
NC_014068.1,Anelloviridae
NC_014070.1,Anelloviridae
NC_014072.1,Anelloviridae
NC_014073.1,Anelloviridae
NC_014074.1,Anelloviridae
NC_014077.1,Anelloviridae
NC_014079.1,Anelloviridae
NC_014080.1,Anelloviridae
NC_014081.1,Anelloviridae
NC_014084.1,Anelloviridae
NC_014085.1,Anelloviridae
NC_014094.1,Anelloviridae
NC_012126.1,Anelloviridae
NC_015212.1,Anelloviridae
NC_007013.1,Anelloviridae
NC_014069.1,Anelloviridae
NC_014076.1,Anelloviridae
NC_038336.1,Anelloviridae
NC_038337.1,Anelloviridae
NC_038338.1,Anelloviridae
NC_038339.1,Anelloviridae
NC_038340.1,Anelloviridae
NC_038341.1,Anelloviridae
NC_038342.1,Anelloviridae
NC_038343.1,Anelloviridae
NC_038345.1,Anelloviridae
NC_038346.1,Anelloviridae
NC_038347.1,Anelloviridae
NC_038348.1,Anelloviridae
NC_038349.1,Anelloviridae
NC_038350.1,Anelloviridae
NC_038351.1,Anelloviridae
NC_038352.1,Anelloviridae
NC_038353.1,Anelloviridae
NC_038354.1,Anelloviridae
NC_038355.1,Anelloviridae
NC_038356.1,Anelloviridae
NC_038357.1,Anelloviridae
NC_038358.1,Anelloviridae
NC_038359.1,Anelloviridae
NC_038360.1,Anelloviridae
NC_038361.1,Anelloviridae
NC_038362.1,Anelloviridae
NC_038363.1,Anelloviridae
NC_040668.1,Anelloviridae
NC_040546.1,Anelloviridae
NC_040617.1,Anelloviridae
NC_040686.1,Anelloviridae
NC_040547.1,Anelloviridae
NC_040801.1,Anelloviridae
NC_040618.1,Anelloviridae
NC_040687.1,Anelloviridae
NC_040720.1,Anelloviridae
NC_076138.1,Anelloviridae
NC_076168.1,Anelloviridae
NC_076131.1,Anelloviridae
NC_076155.1,Anelloviridae
NC_076156.1,Anelloviridae
NC_076166.1,Anelloviridae
NC_076339.1,Anelloviridae
NC_076122.1,Anelloviridae
NC_076127.1,Anelloviridae
NC_076123.1,Anelloviridae
NC_076140.1,Anelloviridae
NC_076139.1,Anelloviridae
NC_076141.1,Anelloviridae
NC_075415.1,Anelloviridae
NC_076153.1,Anelloviridae
NC_075427.1,Anelloviridae
NC_076188.1,Anelloviridae
NC_076189.1,Anelloviridae
NC_076190.1,Anelloviridae
NC_076191.1,Anelloviridae
NC_076192.1,Anelloviridae
NC_076193.1,Anelloviridae
NC_076194.1,Anelloviridae
NC_076195.1,Anelloviridae
NC_076196.1,Anelloviridae
NC_076197.1,Anelloviridae
NC_076198.1,Anelloviridae
NC_076184.1,Anelloviridae
NC_076207.1,Anelloviridae
NC_076206.1,Anelloviridae
NC_075369.1,Anelloviridae
NC_075370.1,Anelloviridae
NC_075371.1,Anelloviridae
NC_075372.1,Anelloviridae
NC_075373.1,Anelloviridae
NC_075374.1,Anelloviridae
NC_075375.1,Anelloviridae
NC_075376.1,Anelloviridae
NC_075377.1,Anelloviridae
NC_075378.1,Anelloviridae
NC_075379.1,Anelloviridae
NC_075380.1,Anelloviridae
NC_075381.1,Anelloviridae
NC_075382.1,Anelloviridae
NC_075383.1,Anelloviridae
NC_075384.1,Anelloviridae
NC_075385.1,Anelloviridae
NC_075386.1,Anelloviridae
NC_075388.1,Anelloviridae
NC_075389.1,Anelloviridae
NC_075390.1,Anelloviridae
NC_075447.1,Anelloviridae
NC_076162.1,Anelloviridae
NC_076233.1,Anelloviridae
NC_076234.1,Anelloviridae
NC_076174.1,Anelloviridae
NC_076175.1,Anelloviridae
NC_076176.1,Anelloviridae
NC_076177.1,Anelloviridae
NC_076178.1,Anelloviridae
NC_076224.1,Anelloviridae
NC_076225.1,Anelloviridae
NC_076264.1,Anelloviridae
NC_076337.1,Anelloviridae
NC_076483.1,Anelloviridae
NC_076942.1,Anelloviridae
NC_027135.1,Arenaviridae
NC_027137.1,Arenaviridae
NC_027134.1,Arenaviridae
NC_027136.1,Arenaviridae
NC_018481.1,Arenaviridae
NC_018484.1,Arenaviridae
NC_018482.1,Arenaviridae
NC_018483.1,Arenaviridae
NC_023762.1,Arenaviridae
NC_023763.1,Arenaviridae
NC_023764.1,Arenaviridae
NC_018710.1,Arenaviridae
NC_018711.1,Arenaviridae
NC_023766.1,Arenaviridae
NC_010758.1,Arenaviridae
NC_010252.1,Arenaviridae
NC_010702.1,Arenaviridae
NC_010248.1,Arenaviridae
NC_010250.1,Arenaviridae
NC_010251.1,Arenaviridae
NC_010249.1,Arenaviridae
NC_010256.1,Arenaviridae
NC_012776.1,Arenaviridae
NC_010247.1,Arenaviridae
NC_010703.1,Arenaviridae
NC_007904.1,Arenaviridae
NC_004296.1,Arenaviridae
NC_006573.1,Arenaviridae
NC_004297.1,Arenaviridae
NC_010759.1,Arenaviridae
NC_010760.1,Arenaviridae
NC_010761.1,Arenaviridae
NC_004292.1,Arenaviridae
NC_004293.1,Arenaviridae
NC_004294.1,Arenaviridae
NC_007903.1,Arenaviridae
NC_016152.1,Arenaviridae
NC_016153.1,Arenaviridae
NC_006572.1,Arenaviridae
NC_010701.1,Arenaviridae
NC_010700.1,Arenaviridae
NC_010253.1,Arenaviridae
NC_010756.1,Arenaviridae
NC_005080.1,Arenaviridae
NC_012777.1,Arenaviridae
NC_010562.1,Arenaviridae
NC_010563.1,Arenaviridae
NC_005078.1,Arenaviridae
NC_005082.1,Arenaviridae
NC_006574.1,Arenaviridae
NC_006575.1,Arenaviridae
NC_010254.1,Arenaviridae
NC_010255.1,Arenaviridae
NC_004291.1,Arenaviridae
NC_005081.1,Arenaviridae
NC_005894.1,Arenaviridae
NC_007906.1,Arenaviridae
NC_005077.1,Arenaviridae
NC_005897.1,Arenaviridae
NC_006317.1,Arenaviridae
NC_005079.1,Arenaviridae
NC_013057.1,Arenaviridae
NC_007905.1,Arenaviridae
NC_006447.1,Arenaviridae
NC_010757.1,Arenaviridae
NC_038364.1,Arenaviridae
NC_038366.1,Arenaviridae
NC_038367.1,Arenaviridae
NC_039007.1,Arenaviridae
NC_039008.1,Arenaviridae
NC_039011.1,Arenaviridae
NC_039012.1,Arenaviridae
NC_039005.1,Arenaviridae
NC_038365.1,Arenaviridae
NC_039009.1,Arenaviridae
NC_039010.1,Arenaviridae
NC_043443.1,Arenaviridae
NC_043444.1,Arenaviridae
NC_040763.1,Arenaviridae
NC_040426.1,Arenaviridae
NC_040427.1,Arenaviridae
NC_040428.1,Arenaviridae
NC_040464.1,Arenaviridae
NC_040465.1,Arenaviridae
NC_040466.1,Arenaviridae
NC_055439.1,Arenaviridae
NC_055440.1,Arenaviridae
NC_006439.1,Arenaviridae
NC_006313.1,Arenaviridae
NC_055441.1,Arenaviridae
NC_055442.1,Arenaviridae
NC_055443.1,Arenaviridae
NC_055444.1,Arenaviridae
NC_055445.1,Arenaviridae
NC_055446.1,Arenaviridae
NC_078101.1,Arenaviridae
NC_078283.1,Arenaviridae
NC_078284.1,Arenaviridae
NC_078285.1,Arenaviridae
NC_079107.1,Arenaviridae
NC_079108.1,Arenaviridae
NC_079020.1,Arenaviridae
NC_079021.1,Arenaviridae
NC_079022.1,Arenaviridae
NC_078695.1,Arenaviridae
NC_078697.1,Arenaviridae
NC_078698.1,Arenaviridae
NC_078315.1,Arenaviridae
NC_078316.1,Arenaviridae
NC_078292.1,Arenaviridae
NC_078293.1,Arenaviridae
NC_079037.1,Arenaviridae
NC_079038.1,Arenaviridae
NC_078312.1,Arenaviridae
NC_078313.1,Arenaviridae
NC_078314.1,Arenaviridae
NC_077806.1,Arenaviridae
NC_077807.1,Arenaviridae
NC_027124.1,Arteriviridae
NC_029053.1,Arteriviridae
NC_033553.1,Arteriviridae
NC_034455.1,Arteriviridae
NC_035127.1,Arteriviridae
NC_025112.1,Arteriviridae
NC_025113.1,Arteriviridae
NC_026509.1,Arteriviridae
NC_002532.2,Arteriviridae
NC_001639.1,Arteriviridae
NC_001961.1,Arteriviridae
NC_026439.1,Arteriviridae
NC_038291.1,Arteriviridae
NC_038292.1,Arteriviridae
NC_028963.1,Arteriviridae
NC_032987.1,Arteriviridae
NC_043487.1,Arteriviridae
NC_040535.1,Arteriviridae
NC_048209.1,Arteriviridae
NC_048210.1,Arteriviridae
NC_029992.1,Arteriviridae
NC_075972.1,Arteriviridae
NC_032430.1,Artoviridae
NC_032558.1,Artoviridae
NC_032555.1,Artoviridae
NC_038269.1,Artoviridae
NC_055115.1,Artoviridae
NC_055114.1,Artoviridae
NC_055113.1,Artoviridae
NC_076862.1,Artoviridae
NC_043216.1,Ascoviridae
NC_043217.1,Ascoviridae
NC_011335.1,Ascoviridae
NC_009233.1,Ascoviridae
NC_044938.1,Ascoviridae
NC_008518.1,Ascoviridae
NC_044939.1,Ascoviridae
NC_044944.1,Asfarviridae
NC_044949.1,Asfarviridae
NC_044950.1,Asfarviridae
NC_044951.1,Asfarviridae
NC_044952.1,Asfarviridae
NC_044953.1,Asfarviridae
NC_044954.1,Asfarviridae
NC_044948.1,Asfarviridae
NC_001659.2,Asfarviridae
NC_044941.1,Asfarviridae
NC_044942.1,Asfarviridae
NC_044943.1,Asfarviridae
NC_044945.1,Asfarviridae
NC_044946.1,Asfarviridae
NC_044947.1,Asfarviridae
NC_044955.1,Asfarviridae
NC_044959.2,Asfarviridae
NC_044956.1,Asfarviridae
NC_044957.1,Asfarviridae
NC_024476.1,Aspiviridae
NC_036634.1,Aspiviridae
NC_036635.1,Aspiviridae
NC_006051.1,Aspiviridae
NC_006054.1,Aspiviridae
NC_006052.1,Aspiviridae
NC_006053.1,Aspiviridae
NC_006315.1,Aspiviridae
NC_006316.1,Aspiviridae
NC_043390.1,Aspiviridae
NC_043391.1,Aspiviridae
NC_055107.1,Aspiviridae
NC_021799.1,Assiduviridae
NC_021802.1,Assiduviridae
NC_062753.1,Assiduviridae
NC_027426.1,Astroviridae
NC_027711.1,Astroviridae
NC_033792.1,Astroviridae
NC_033821.1,Astroviridae
NC_030922.1,Astroviridae
NC_032484.1,Astroviridae
NC_036583.1,Astroviridae
NC_018702.1,Astroviridae
NC_034567.1,Astroviridae
NC_034975.1,Astroviridae
NC_023631.1,Astroviridae
NC_023632.1,Astroviridae
NC_023629.1,Astroviridae
NC_023630.1,Astroviridae
NC_023636.1,Astroviridae
NC_023674.1,Astroviridae
NC_035758.1,Astroviridae
NC_035471.1,Astroviridae
NC_019027.1,Astroviridae
NC_019028.1,Astroviridae
NC_019026.1,Astroviridae
NC_037655.1,Astroviridae
NC_019494.1,Astroviridae
NC_024297.1,Astroviridae
NC_024472.1,Astroviridae
NC_024498.1,Astroviridae
NC_024701.1,Astroviridae
NC_025346.1,Astroviridae
NC_022249.1,Astroviridae
NC_026814.1,Astroviridae
